Date,Adj Close
2000-01-31,0.7991074323654175
2000-02-29,0.8828692436218262
2000-03-31,1.04606032371521
2000-04-28,0.9555591344833374
2000-05-31,0.6469882726669312
2000-06-30,0.8068097829818726
2000-07-31,0.7827403545379639
2000-08-31,0.938710629940033
2000-09-29,0.3966653347015381
2000-10-31,0.3013502359390259
2000-11-30,0.25417396426200867
2000-12-29,0.22914159297943115
2001-01-31,0.3331218361854553
2001-02-28,0.281131774187088
2001-03-30,0.3399769067764282
2001-04-30,0.3926601707935333
2001-05-31,0.30731943249702454
2001-06-29,0.35815420746803284
2001-07-31,0.2894502282142639
2001-08-31,0.2857531011104584
2001-09-28,0.23892347514629364
2001-10-31,0.27050262689590454
2001-11-30,0.32811540365219116
2001-12-31,0.33735811710357666
2002-01-31,0.38079866766929626
2002-02-28,0.33427730202674866
2002-03-29,0.3646240532398224
2002-04-30,0.3738666772842407
2002-05-31,0.35892438888549805
2002-06-28,0.2729673981666565
2002-07-31,0.23507241904735565
2002-08-30,0.22721606492996216
2002-09-30,0.22336499392986298
2002-10-31,0.24755001068115234
2002-11-29,0.23876935243606567
2002-12-31,0.22074618935585022
2003-01-31,0.2212083488702774
2003-02-28,0.23122121393680573
2003-03-31,0.21781934797763824
2003-04-30,0.21905165910720825
2003-05-30,0.2765105068683624
2003-06-30,0.29360947012901306
2003-07-31,0.3247264623641968
2003-08-29,0.3482954204082489
2003-09-30,0.31918081641197205
2003-10-31,0.35260850191116333
2003-11-28,0.3221077024936676
2003-12-31,0.32919371128082275
2004-01-30,0.34752511978149414
2004-02-27,0.36847516894340515
2004-03-31,0.4165370762348175
2004-04-30,0.39712750911712646
2004-05-31,0.4322497844696045
2004-06-30,0.5012617707252502
2004-07-30,0.4981808066368103
2004-08-31,0.5313004851341248
2004-09-30,0.5969237089157104
2004-10-29,0.8071947693824768
2004-11-30,1.0328704118728638
2004-12-31,0.9920485615730286
2005-01-31,1.184604525566101
2005-02-28,1.3820897340774536
2005-03-31,1.2838096618652344
2005-04-29,1.1109708547592163
2005-05-31,1.2249643802642822
2005-06-30,1.1340779066085815
2005-07-29,1.314002275466919
2005-08-31,1.4446322917938232
2005-09-30,1.6516684293746948
