Date,Adj Close
2007-04-30,48.95968246459961
2007-05-31,48.57444381713867
2007-06-29,48.423213958740234
2007-07-31,48.86981964111328
2007-08-31,49.594764709472656
2007-09-28,49.89402389526367
2007-10-31,50.352569580078125
2007-11-30,51.3388557434082
2007-12-31,51.7735595703125
2008-01-31,52.42255401611328
2008-02-29,52.469539642333984
2008-03-31,52.67924118041992
2008-04-30,52.497169494628906
2008-05-30,51.97540283203125
2008-06-30,51.99720764160156
2008-07-31,52.00814437866211
2008-08-29,52.44391632080078
2008-09-30,52.1734733581543
2008-10-31,50.63562774658203
2008-11-28,52.62406921386719
2008-12-31,55.327213287353516
2009-01-30,54.17820739746094
2009-02-27,53.861045837402344
2009-03-31,54.45038604736328
2009-04-30,54.70394515991211
2009-05-29,55.07215118408203
2009-06-30,55.413082122802734
2009-07-31,56.1388053894043
2009-08-31,56.70608139038086
2009-09-30,57.275970458984375
2009-10-30,57.43349838256836
2009-11-30,58.182430267333984
2009-12-31,57.33927917480469
2010-01-29,58.07615661621094
2010-02-26,58.2650146484375
2010-03-31,58.13579177856445
2010-04-30,58.75798797607422
2010-05-31,59.42042922973633
2010-06-30,60.28269577026367
2010-07-30,60.80192565917969
2010-08-31,61.74947738647461
2010-09-30,61.74654006958008
2010-10-29,61.9434700012207
2010-11-30,61.52139663696289
2010-12-31,60.89353942871094
2011-01-31,60.94662857055664
2011-02-28,61.12540817260742
2011-03-31,61.03541946411133
2011-04-29,61.9288444519043
2011-05-31,62.65987014770508
2011-06-30,62.42447280883789
2011-07-29,63.440162658691406
2011-08-31,64.49263763427734
2011-09-30,64.9213638305664
2011-10-31,64.99443054199219
2011-11-30,64.9554214477539
2011-12-30,65.72216033935547
2012-01-31,66.13909912109375
2012-02-29,66.16593170166016
2012-03-30,65.82997131347656
2012-04-30,66.55648040771484
2012-05-31,67.17649841308594
2012-06-29,67.22107696533203
2012-07-31,68.04902648925781
2012-08-31,68.1586685180664
2012-09-28,68.28215789794922
2012-10-31,68.21305084228516
2012-11-30,68.25326538085938
2012-12-31,67.6550521850586
2013-01-31,67.18806457519531
2013-02-28,67.54785919189453
2013-03-29,67.6011962890625
2013-04-30,68.28748321533203
2013-05-31,66.972412109375
2013-06-28,65.86886596679688
2013-07-31,66.11943817138672
2013-08-30,65.55192565917969
2013-09-30,66.28204345703125
2013-10-31,66.85039520263672
2013-11-29,66.65370178222656
2013-12-31,66.22926330566406
2014-01-31,67.2551498413086
2014-02-28,67.57101440429688
2014-03-31,67.45640563964844
2014-04-30,67.99765014648438
2014-05-30,68.71381378173828
2014-06-30,68.77149200439453
2014-07-31,68.58039093017578
2014-08-29,69.36323547363281
2014-09-30,68.96676635742188
2014-10-31,69.46524047851562
2014-11-28,70.04249572753906
2014-12-31,70.08231353759766
2015-01-30,71.76692962646484
2015-02-27,70.82917022705078
2015-03-31,71.21525573730469
2015-04-30,70.98493957519531
2015-05-29,70.6323471069336
2015-06-30,69.84674072265625
2015-07-31,70.46086120605469
2015-08-31,70.2873764038086
2015-09-30,70.8564453125
2015-10-30,70.87722778320312
2015-11-30,70.59846496582031
2015-12-31,70.47413635253906
2016-01-29,71.32056427001953
2016-02-29,71.927490234375
2016-03-31,72.5627670288086
2016-04-29,72.85516357421875
2016-05-31,72.84989929199219
2016-06-30,74.32134246826172
2016-07-29,74.76651000976562
2016-08-31,74.5319595336914
2016-09-30,74.61711883544922
2016-10-31,73.91609954833984
2016-11-30,72.01358795166016
2016-12-30,72.25113677978516
2017-01-31,72.38529205322266
2017-02-28,72.83160400390625
2017-03-31,72.80287170410156
2017-04-28,73.3823471069336
2017-05-31,73.90351867675781
2017-06-30,73.94149017333984
2017-07-31,74.3942642211914
2017-08-31,75.18879699707031
2017-09-29,74.83634185791016
2017-10-31,74.81620025634766
2017-11-30,74.73644256591797
2017-12-29,75.14080047607422
2018-01-31,74.21039581298828
2018-02-28,73.44137573242188
2018-03-30,73.94554901123047
2018-04-30,73.31486511230469
2018-05-31,73.81497955322266
2018-06-29,73.9541244506836
2018-07-31,73.92699432373047
2018-08-31,74.42144012451172
2018-09-28,74.01516723632812
2018-10-31,73.37696075439453
2018-11-30,73.84379577636719
2018-12-31,75.22789001464844
2019-01-31,76.06365966796875
2019-02-28,75.9951171875
2019-03-29,77.46851348876953
2019-04-30,77.44937896728516
2019-05-31,78.86383056640625
2019-06-28,79.84716033935547
2019-07-31,79.96661376953125
2019-08-30,82.18096923828125
2019-09-30,81.71446228027344
2019-10-31,81.96858978271484
2019-11-29,81.93458557128906
2019-12-31,81.87344360351562
2020-01-31,83.49412536621094
2020-02-28,84.8863754272461
2020-03-31,83.67366790771484
2020-04-30,85.98265075683594
2020-05-29,86.55760955810547
2020-06-30,87.13859558105469
2020-07-31,88.40547943115234
2020-08-31,87.57291412353516
2020-09-30,87.48664855957031
2020-10-30,86.9999008178711
2020-11-30,88.05567932128906
2020-12-31,88.19000244140625
