Date,High,Low,Open,Close,Volume,Adj Close
1973-02-28,112.20999908447266,109.80000305175781,0.0,111.68000030517578,17950000,111.68000030517578
1973-03-31,112.87000274658203,110.88999938964844,0.0,111.5199966430664,13740000,111.5199966430664
1973-04-30,107.9000015258789,105.44000244140625,0.0,106.97000122070312,14820000,106.97000122070312
1973-05-31,106.30000305175781,104.3499984741211,0.0,104.94999694824219,12190000,104.94999694824219
1973-06-30,105.30000305175781,103.68000030517578,0.0,104.26000213623047,10770000,104.26000213623047
1973-07-31,110.08999633789062,107.88999938964844,0.0,108.22000122070312,13530000,108.22000122070312
1973-08-31,104.72000122070312,103.1500015258789,0.0,104.25,10530000,104.25
1973-09-30,109.41999816894531,107.4800033569336,0.0,108.43000030517578,16300000,108.43000030517578
1973-10-31,109.81999969482422,107.63999938964844,0.0,108.29000091552734,17890000,108.29000091552734
1973-11-30,97.55000305175781,95.4000015258789,0.0,95.95999908447266,15380000,95.95999908447266
1973-12-31,98.30000305175781,95.94999694824219,0.0,97.55000305175781,23470000,97.55000305175781
1974-01-31,98.05999755859375,96.11000061035156,0.0,96.56999969482422,14020000,96.56999969482422
1974-02-28,96.9800033569336,95.19999694824219,0.0,96.22000122070312,13680000,96.22000122070312
1974-03-31,95.12000274658203,93.44000244140625,0.0,93.9800033569336,12150000,93.9800033569336
1974-04-30,91.08999633789062,89.37999725341797,0.0,90.30999755859375,10980000,90.30999755859375
1974-05-31,88.0199966430664,86.19000244140625,0.0,87.27999877929688,10810000,87.27999877929688
1974-06-30,86.77999877929688,85.12999725341797,0.0,86.0,12010000,86.0
1974-07-31,80.81999969482422,78.95999908447266,0.0,79.30999755859375,10960000,79.30999755859375
1974-08-31,72.68000030517578,70.22000122070312,0.0,72.1500015258789,16230000,72.1500015258789
1974-09-30,64.8499984741211,62.52000045776367,0.0,63.540000915527344,15000000,63.540000915527344
1974-10-31,75.9000015258789,73.1500015258789,0.0,73.9000015258789,18840000,73.9000015258789
1974-11-30,70.48999786376953,69.18000030517578,0.0,69.97000122070312,7400000,69.97000122070312
1974-12-31,69.04000091552734,67.1500015258789,0.0,68.55999755859375,20970000,68.55999755859375
1975-01-31,77.72000122070312,75.41000366210938,0.0,76.9800033569336,24640000,76.9800033569336
1975-02-28,82.0199966430664,80.06999969482422,0.0,81.58999633789062,17560000,81.58999633789062
1975-03-31,84.62000274658203,82.83999633789062,0.0,83.36000061035156,16270000,83.36000061035156
1975-04-30,87.61000061035156,85.0,0.0,87.30000305175781,18060000,87.30000305175781
1975-05-31,91.62000274658203,89.87000274658203,0.0,91.1500015258789,22670000,91.1500015258789
1975-06-30,95.8499984741211,94.30000305175781,0.0,95.19000244140625,19430000,95.19000244140625
1975-07-31,90.06999969482422,88.30999755859375,0.0,88.75,14540000,88.75
1975-08-31,87.7300033569336,86.0999984741211,0.0,86.87999725341797,15480000,86.87999725341797
1975-09-30,85.01000213623047,83.44000244140625,0.0,83.87000274658203,12520000,83.87000274658203
1975-10-31,89.80000305175781,88.3499984741211,0.0,89.04000091552734,12910000,89.04000091552734
1975-11-30,91.73999786376953,90.44000244140625,0.0,91.23999786376953,12870000,91.23999786376953
1975-12-31,90.75,89.16999816894531,0.0,90.19000244140625,16970000,90.19000244140625
1976-01-31,101.98999786376953,99.94000244140625,0.0,100.86000061035156,38510000,100.86000061035156
1976-02-29,100.52999877929688,98.5999984741211,0.0,99.70999908447266,26940000,99.70999908447266
1976-03-31,103.08000183105469,101.5999984741211,0.0,102.7699966430664,17520000,102.7699966430664
1976-04-30,102.6500015258789,101.16000366210938,0.0,101.63999938964844,14530000,101.63999938964844
1976-05-31,100.63999938964844,99.0,0.0,100.18000030517578,16860000,100.18000030517578
1976-06-30,105.06999969482422,103.5199966430664,0.0,104.27999877929688,23830000,104.27999877929688
1976-07-31,103.87999725341797,102.47000122070312,0.0,103.44000244140625,14830000,103.44000244140625
1976-08-31,103.37999725341797,101.94000244140625,0.0,102.91000366210938,15480000,102.91000366210938
1976-09-30,105.83999633789062,104.56999969482422,0.0,105.23999786376953,14700000,105.23999786376953
1976-10-31,103.0999984741211,101.1500015258789,0.0,102.9000015258789,17030000,102.9000015258789
1976-11-30,102.72000122070312,101.45999908447266,0.0,102.0999984741211,17030000,102.0999984741211
1976-12-31,107.81999969482422,106.55000305175781,0.0,107.45999908447266,19170000,107.45999908447266
1977-01-31,102.44000244140625,100.91000366210938,0.0,102.02999877929688,22920000,102.02999877929688
1977-02-28,100.05999755859375,98.91000366210938,0.0,99.81999969482422,16220000,99.81999969482422
1977-03-31,99.13999938964844,97.80000305175781,0.0,98.41999816894531,16510000,98.41999816894531
1977-04-30,98.87000274658203,97.58000183105469,0.0,98.44000244140625,18330000,98.44000244140625
1977-05-31,96.75,95.5199966430664,0.0,96.12000274658203,17800000,96.12000274658203
1977-06-30,100.87999725341797,99.68000030517578,0.0,100.4800033569336,19410000,100.4800033569336
1977-07-31,99.20999908447266,97.70999908447266,0.0,98.8499984741211,20350000,98.8499984741211
1977-08-31,97.0,95.58999633789062,0.0,96.7699966430664,19080000,96.7699966430664
1977-09-30,96.8499984741211,95.66000366210938,0.0,96.52999877929688,21170000,96.52999877929688
1977-10-31,93.02999877929688,91.8499984741211,0.0,92.33999633789062,17070000,92.33999633789062
1977-11-30,95.16999816894531,93.77999877929688,0.0,94.83000183105469,22670000,94.83000183105469
1977-12-31,95.66999816894531,94.44000244140625,0.0,95.0999984741211,23560000,95.0999984741211
1978-01-31,89.91999816894531,88.61000061035156,0.0,89.25,19870000,89.25
1978-02-28,87.76000213623047,86.58000183105469,0.0,87.04000091552734,19750000,87.04000091552734
1978-03-31,89.63999938964844,88.68000030517578,0.0,89.20999908447266,20130000,89.20999908447266
1978-04-30,97.0999984741211,95.23999786376953,0.0,96.83000183105469,32850000,96.83000183105469
1978-05-31,97.97000122070312,96.5,0.0,97.23999786376953,29070000,97.23999786376953
1978-06-30,95.95999908447266,94.87000274658203,0.0,95.52999877929688,18100000,95.52999877929688
1978-07-31,101.18000030517578,99.37000274658203,0.0,100.68000030517578,33990000,100.68000030517578
1978-08-31,104.05000305175781,102.62999725341797,0.0,103.29000091552734,33850000,103.29000091552734
1978-09-30,103.08000183105469,101.6500015258789,0.0,102.54000091552734,23610000,102.54000091552734
1978-10-31,95.80000305175781,92.72000122070312,0.0,93.1500015258789,42720000,93.1500015258789
1978-11-30,94.94000244140625,93.29000091552734,0.0,94.69999694824219,19900000,94.69999694824219
1978-12-31,97.02999877929688,95.4800033569336,0.0,96.11000061035156,30030000,96.11000061035156
1979-01-31,101.41000366210938,99.47000122070312,0.0,99.93000030517578,30330000,99.93000030517578
1979-02-28,96.69000244140625,95.37999725341797,0.0,96.27999877929688,25090000,96.27999877929688
1979-03-31,102.51000213623047,101.02999877929688,0.0,101.58999633789062,29970000,101.58999633789062
1979-04-30,102.23999786376953,100.91000366210938,0.0,101.76000213623047,26440000,101.76000213623047
1979-05-31,99.61000061035156,98.29000091552734,0.0,99.08000183105469,30300000,99.08000183105469
1979-06-30,103.66999816894531,102.04000091552734,0.0,102.91000366210938,34690000,102.91000366210938
1979-07-31,104.26000213623047,102.88999938964844,0.0,103.80999755859375,34360000,103.80999755859375
1979-08-31,109.80000305175781,108.58000183105469,0.0,109.31999969482422,26370000,109.31999969482422
1979-09-30,110.66999816894531,108.69999694824219,0.0,109.31999969482422,35950000,109.31999969482422
1979-10-31,103.16000366210938,101.37999725341797,0.0,101.81999969482422,27780000,101.81999969482422
1979-11-30,107.16000366210938,105.55999755859375,0.0,106.16000366210938,30480000,106.16000366210938
1979-12-31,108.52999877929688,107.26000213623047,0.0,107.94000244140625,31530000,107.94000244140625
1980-01-31,117.16999816894531,113.77999877929688,0.0,114.16000366210938,65900000,114.16000366210938
1980-02-29,114.12000274658203,111.7699966430664,0.0,113.66000366210938,38810000,113.66000366210938
1980-03-31,102.6500015258789,100.0199966430664,0.0,102.08999633789062,35840000,102.08999633789062
1980-04-30,106.72000122070312,104.5,0.0,106.29000091552734,30850000,106.29000091552734
1980-05-31,111.55000305175781,108.87000274658203,0.0,111.23999786376953,34820000,111.23999786376953
1980-06-30,116.04000091552734,113.55000305175781,0.0,114.23999786376953,29910000,114.23999786376953
1980-07-31,122.33999633789062,119.4000015258789,0.0,121.66999816894531,54610000,121.66999816894531
1980-08-31,123.01000213623047,121.05999755859375,0.0,122.37999725341797,33510000,122.37999725341797
1980-09-30,126.08999633789062,123.54000091552734,0.0,125.45999908447266,40290000,125.45999908447266
1980-10-31,128.24000549316406,125.29000091552734,0.0,127.47000122070312,40110000,127.47000122070312
1980-11-30,141.5399932861328,139.0,0.0,140.52000427246094,34240000,140.52000427246094
1980-12-31,136.75999450683594,134.2899932861328,0.0,135.75999450683594,41210000,135.75999450683594
1981-01-31,131.64999389648438,128.61000061035156,0.0,129.5500030517578,41160000,129.5500030517578
1981-02-28,132.02000427246094,129.35000610351562,0.0,131.27000427246094,53210000,131.27000427246094
1981-03-31,137.14999389648438,134.67999267578125,0.0,136.0,50980000,136.0
1981-04-30,134.44000244140625,131.85000610351562,0.0,132.80999755859375,47970000,132.80999755859375
1981-05-31,134.36000061035156,131.52000427246094,0.0,132.58999633789062,51580000,132.58999633789062
1981-06-30,132.6699981689453,130.30999755859375,0.0,131.2100067138672,41550000,131.2100067138672
1981-07-31,131.77999877929688,129.60000610351562,0.0,130.9199981689453,43480000,130.9199981689453
1981-08-31,125.58000183105469,122.29000091552734,0.0,122.79000091552734,40360000,122.79000091552734
1981-09-30,117.05000305175781,114.5999984741211,0.0,116.18000030517578,40700000,116.18000030517578
1981-10-31,122.52999877929688,118.43000030517578,0.0,121.88999938964844,59570000,121.88999938964844
1981-11-30,126.97000122070312,124.18000030517578,0.0,126.3499984741211,47580000,126.3499984741211
1981-12-31,123.41999816894531,121.56999969482422,0.0,122.55000305175781,40780000,122.55000305175781
1982-01-31,121.37999725341797,118.63999938964844,0.0,120.4000015258789,73400000,120.4000015258789
1982-02-28,114.01000213623047,112.04000091552734,0.0,113.11000061035156,43840000,113.11000061035156
1982-03-31,113.16999816894531,111.31999969482422,0.0,111.95999908447266,43300000,111.95999908447266
1982-04-30,116.77999877929688,116.06999969482422,116.20999908447266,116.44000244140625,48200000,116.44000244140625
1982-05-31,112.80000305175781,111.66000366210938,112.79000091552734,111.87999725341797,43900000,111.87999725341797
1982-06-30,111.0,109.5,110.94999694824219,109.61000061035156,65280000,109.61000061035156
1982-07-31,107.94999694824219,107.01000213623047,107.3499984741211,107.08999633789062,39270000,107.08999633789062
1982-08-31,119.5999984741211,117.6500015258789,117.6500015258789,119.51000213623047,86360000,119.51000213623047
1982-09-30,121.62000274658203,120.13999938964844,121.62000274658203,120.41999816894531,62610000,120.41999816894531
1982-10-31,134.02000427246094,132.63999938964844,133.5399932861328,133.72000122070312,74830000,133.72000122070312
1982-11-30,138.52999877929688,134.19000244140625,134.1999969482422,138.52999877929688,93470000,138.52999877929688
1982-12-31,140.77999877929688,140.27000427246094,140.33999633789062,140.63999938964844,42110000,140.63999938964844
1983-01-31,145.3000030517578,143.92999267578125,144.50999450683594,145.3000030517578,67140000,145.3000030517578
1983-02-28,149.74000549316406,147.80999755859375,149.74000549316406,148.05999755859375,83750000,148.05999755859375
1983-03-31,155.02000427246094,152.86000061035156,153.41000366210938,152.9600067138672,100570000,152.9600067138672
1983-04-30,164.42999267578125,162.72000122070312,162.97000122070312,164.42999267578125,105750000,164.42999267578125
1983-05-31,164.44000244140625,162.1199951171875,164.44000244140625,162.38999938964844,73910000,162.38999938964844
1983-06-30,167.63999938964844,167.63999938964844,167.63999938964844,167.63999938964844,76310000,167.63999938964844
1983-07-31,165.02999877929688,161.5,165.02999877929688,162.55999755859375,95240000,162.55999755859375
1983-08-31,164.39999389648438,162.32000732421875,162.5500030517578,164.39999389648438,80800000,164.39999389648438
1983-09-30,167.22999572753906,165.6300048828125,167.22999572753906,166.07000732421875,70860000,166.07000732421875
1983-10-31,164.5800018310547,162.86000061035156,163.3699951171875,163.5500030517578,79460000,163.5500030517578
1983-11-30,168.07000732421875,166.3300018310547,167.91000366210938,166.39999389648438,120130000,166.39999389648438
1983-12-31,165.0500030517578,164.5800018310547,164.86000061035156,164.92999267578125,71840000,164.92999267578125
1984-01-31,163.60000610351562,162.02999877929688,162.8699951171875,163.41000366210938,113510000,163.41000366210938
1984-02-29,158.27000427246094,156.41000366210938,156.82000732421875,157.05999755859375,92810000,157.05999755859375
1984-03-31,159.52000427246094,158.9199981689453,159.52000427246094,159.17999267578125,71590000,159.17999267578125
1984-04-30,160.42999267578125,159.3000030517578,159.88999938964844,160.0500030517578,72740000,160.0500030517578
1984-05-31,150.69000244140625,149.75999450683594,150.35000610351562,150.5500030517578,81890000,150.5500030517578
1984-06-30,154.0800018310547,152.82000732421875,152.83999633789062,153.17999267578125,90770000,153.17999267578125
1984-07-31,150.77000427246094,149.64999389648438,150.19000244140625,150.66000366210938,86910000,150.66000366210938
1984-08-31,166.67999267578125,165.77999877929688,166.60000610351562,166.67999267578125,57460000,166.67999267578125
1984-09-30,166.9600067138672,165.77000427246094,166.9600067138672,166.10000610351562,78950000,166.10000610351562
1984-10-31,166.9499969482422,165.99000549316406,166.74000549316406,166.08999633789062,91890000,166.08999633789062
1984-11-30,163.91000366210938,162.99000549316406,163.91000366210938,163.5800018310547,77580000,163.5800018310547
1984-12-31,167.33999633789062,166.05999755859375,166.25999450683594,167.24000549316406,80260000,167.24000549316406
1985-01-31,179.8300018310547,178.55999755859375,179.38999938964844,179.6300048828125,132500000,179.6300048828125
1985-02-28,181.2100067138672,180.3300018310547,180.7100067138672,181.17999267578125,100700000,181.17999267578125
1985-03-31,180.66000366210938,179.5399932861328,179.5399932861328,180.66000366210938,101400000,180.66000366210938
1985-04-30,180.6300048828125,178.86000061035156,180.6300048828125,179.8300018310547,111800000,179.8300018310547
1985-05-31,189.58999633789062,187.4499969482422,187.75,189.5500030517578,134100000,189.5500030517578
1985-06-30,191.85000610351562,191.0399932861328,191.22999572753906,191.85000610351562,105200000,191.85000610351562
1985-07-31,191.3300018310547,189.92999267578125,189.92999267578125,190.9199981689453,124200000,190.9199981689453
1985-08-31,189.1300048828125,188.0,188.92999267578125,188.6300048828125,81620000,188.6300048828125
1985-09-30,182.0800018310547,181.22000122070312,181.3000030517578,182.0800018310547,103600000,182.0800018310547
1985-10-31,190.14999389648438,189.35000610351562,190.07000732421875,189.82000732421875,121500000,189.82000732421875
1985-11-30,203.39999389648438,201.9199981689453,202.5399932861328,202.1699981689453,84060000,202.1699981689453
1985-12-31,211.61000061035156,210.67999267578125,210.67999267578125,211.27999877929688,112700000,211.27999877929688
1986-01-31,212.4199981689453,209.19000244140625,209.3300018310547,211.77999877929688,143500000,211.77999877929688
1986-02-28,227.9199981689453,225.4199981689453,226.77000427246094,226.9199981689453,191700000,226.9199981689453
1986-03-31,239.86000061035156,238.0800018310547,238.97000122070312,238.89999389648438,134400000,238.89999389648438
1986-04-30,240.52000427246094,235.25999450683594,240.52000427246094,235.52000427246094,147500000,235.52000427246094
1986-05-31,249.19000244140625,246.42999267578125,247.97999572753906,247.35000610351562,151200000,247.35000610351562
1986-06-30,251.80999755859375,249.60000610351562,249.60000610351562,250.83999633789062,135100000,250.83999633789062
1986-07-31,236.9199981689453,235.88999938964844,236.58999633789062,236.1199951171875,112700000,236.1199951171875
1986-08-31,254.07000732421875,251.72999572753906,252.83999633789062,252.92999267578125,125300000,252.92999267578125
1986-09-30,233.00999450683594,229.91000366210938,229.91000366210938,231.32000732421875,124900000,231.32000732421875
1986-10-31,244.50999450683594,242.9499969482422,243.6999969482422,243.97999572753906,147200000,243.97999572753906
1986-11-30,249.22000122070312,248.07000732421875,248.82000732421875,249.22000122070312,93530000,249.22000122070312
1986-12-31,244.02999877929688,241.27999877929688,243.3699951171875,242.1699981689453,139200000,242.1699981689453
1987-01-31,274.239990234375,271.3800048828125,274.239990234375,274.0799865722656,163400000,274.0799865722656
1987-02-28,284.54998779296875,282.7699890136719,282.9599914550781,284.20001220703125,142800000,284.20001220703125
1987-03-31,291.8699951171875,289.07000732421875,289.2099914550781,291.70001220703125,171800000,291.70001220703125
1987-04-30,290.0799865722656,284.57000732421875,284.5799865722656,288.3599853515625,183100000,288.3599853515625
1987-05-31,292.8699951171875,289.70001220703125,290.7699890136719,290.1000061035156,153500000,290.1000061035156
1987-06-30,308.0,303.010009765625,307.8900146484375,304.0,165500000,304.0
1987-07-31,318.8500061035156,317.55999755859375,318.04998779296875,318.6600036621094,181900000,318.6600036621094
1987-08-31,330.0899963378906,326.989990234375,327.0299987792969,329.79998779296875,165800000,329.79998779296875
1987-09-30,322.5299987792969,320.1600036621094,321.69000244140625,321.8299865722656,183100000,321.8299865722656
1987-10-31,254.0399932861328,244.77000427246094,244.77000427246094,251.7899932861328,303400000,251.7899932861328
1987-11-30,240.33999633789062,225.75,240.27000427246094,230.3000030517578,268910000,230.3000030517578
1987-12-31,247.86000061035156,245.22000122070312,247.83999633789062,247.0800018310547,170140000,247.0800018310547
1988-01-31,257.07000732421875,252.6999969482422,253.30999755859375,257.07000732421875,211880000,257.07000732421875
1988-02-29,267.82000732421875,262.4599914550781,262.4599914550781,267.82000732421875,236050000,267.82000732421875
1988-03-31,259.0299987792969,256.1600036621094,258.0299987792969,258.8900146484375,139870000,258.8900146484375
1988-04-30,262.6099853515625,259.9700012207031,262.5899963378906,261.3299865722656,135620000,261.3299865722656
1988-05-31,262.1600036621094,253.4199981689453,253.44000244140625,262.1600036621094,247610000,262.1600036621094
1988-06-30,273.510009765625,270.9700012207031,271.0,273.5,227410000,273.5
1988-07-31,272.0199890136719,266.0199890136719,266.0400085449219,272.0199890136719,192340000,272.0199890136719
1988-08-31,263.79998779296875,261.2099914550781,262.510009765625,261.5199890136719,130480000,261.5199890136719
1988-09-30,274.8699951171875,271.6600036621094,272.54998779296875,271.9100036621094,175750000,271.9100036621094
1988-10-31,279.3900146484375,277.1400146484375,278.5400085449219,278.9700012207031,143460000,278.9700012207031
1988-11-30,274.3599853515625,270.8999938964844,270.9100036621094,273.70001220703125,157810000,273.70001220703125
1988-12-31,279.7799987792969,277.7200012207031,279.3900146484375,277.7200012207031,127210000,277.7200012207031
1989-01-31,297.510009765625,293.57000732421875,294.989990234375,297.4700012207031,194050000,297.4700012207031
1989-02-28,289.4200134277344,287.6300048828125,287.82000732421875,288.8599853515625,147430000,288.8599853515625
1989-03-31,294.9599914550781,292.5199890136719,292.5199890136719,294.8699951171875,170960000,294.8699951171875
1989-04-30,309.6499938964844,308.4800109863281,309.5799865722656,309.6400146484375,158390000,309.6400146484375
1989-05-31,321.29998779296875,318.67999267578125,319.04998779296875,320.5199890136719,162530000,320.5199890136719
1989-06-30,319.9700012207031,314.3800048828125,319.6700134277344,317.9800109863281,170490000,317.9800109863281
1989-07-31,346.0799865722656,342.0199890136719,342.1300048828125,346.0799865722656,166650000,346.0799865722656
1989-08-31,351.45001220703125,350.2099914550781,350.6499938964844,351.45001220703125,144820000,351.45001220703125
1989-09-30,350.30999755859375,348.1199951171875,348.6000061035156,349.1499938964844,155300000,349.1499938964844
1989-10-31,340.8599853515625,335.07000732421875,335.0799865722656,340.3599853515625,176100000,340.3599853515625
1989-11-30,346.5,343.57000732421875,343.6000061035156,345.989990234375,153200000,345.989990234375
1989-12-31,353.4100036621094,350.6700134277344,350.67999267578125,353.3999938964844,145940000,353.3999938964844
1990-01-31,329.0799865722656,322.9800109863281,322.9800109863281,329.0799865722656,189660000,329.0799865722656
1990-02-28,333.4800109863281,330.1600036621094,330.260009765625,331.8900146484375,184400000,331.8900146484375
1990-03-31,341.4100036621094,338.2099914550781,340.7900085449219,339.94000244140625,139340000,339.94000244140625
1990-04-30,331.30999755859375,327.760009765625,329.1099853515625,330.79998779296875,122750000,330.79998779296875
1990-05-31,361.8399963378906,360.2300109863281,360.8599853515625,361.2300109863281,165690000,361.2300109863281
1990-06-30,359.0899963378906,357.29998779296875,357.6400146484375,358.0199890136719,145510000,358.0199890136719
1990-07-31,357.5400085449219,353.9100036621094,355.54998779296875,356.1499938964844,175380000,356.1499938964844
1990-08-31,322.57000732421875,316.5899963378906,318.7099914550781,322.55999755859375,96480000,322.55999755859375
1990-09-30,306.04998779296875,295.9800109863281,300.9700012207031,306.04998779296875,201010000,306.04998779296875
1990-10-31,305.70001220703125,302.3299865722656,304.05999755859375,304.0,156060000,304.0
1990-11-30,323.0199890136719,315.4200134277344,316.4200134277344,322.2200012207031,192350000,322.2200012207031
1990-12-31,330.2300109863281,327.5,328.7099914550781,330.2200012207031,114130000,330.2200012207031
1991-01-31,343.92999267578125,340.4700012207031,340.9200134277344,343.92999267578125,204520000,343.92999267578125
1991-02-28,369.9100036621094,365.95001220703125,367.7300109863281,367.07000732421875,223010000,367.07000732421875
1991-03-31,376.6000061035156,374.3999938964844,375.3500061035156,375.2200012207031,150750000,375.2200012207031
1991-04-30,377.8599853515625,373.010009765625,373.6600036621094,375.3399963378906,206230000,375.3399963378906
1991-05-31,389.8500061035156,385.010009765625,386.9599914550781,389.8299865722656,232040000,389.8299865722656
1991-06-30,374.3999938964844,367.9800109863281,374.3999938964844,371.1600036621094,163770000,371.1600036621094
1991-07-31,387.80999755859375,386.19000244140625,386.69000244140625,387.80999755859375,166830000,387.80999755859375
1991-08-31,396.4700012207031,393.6000061035156,396.4700012207031,395.42999267578125,143440000,395.42999267578125
1991-09-30,388.2900085449219,384.32000732421875,385.9100036621094,387.8599853515625,146780000,387.8599853515625
1991-10-31,392.9599914550781,391.5799865722656,392.9599914550781,392.45001220703125,179680000,392.45001220703125
1991-11-30,376.54998779296875,374.6499938964844,376.54998779296875,375.2200012207031,76830000,375.2200012207031
1991-12-31,418.32000732421875,412.7300109863281,415.1400146484375,417.0899963378906,247080000,417.0899963378906
1992-01-31,412.6300048828125,408.6400146484375,411.6499938964844,408.7799987792969,197620000,408.7799987792969
1992-02-29,416.07000732421875,411.79998779296875,413.8599853515625,412.70001220703125,202320000,412.70001220703125
1992-03-31,405.2099914550781,402.2200012207031,403.0,403.69000244140625,182360000,403.69000244140625
1992-04-30,414.95001220703125,412.0199890136719,412.0199890136719,414.95001220703125,223590000,414.95001220703125
1992-05-31,418.3599853515625,415.3500061035156,416.739990234375,415.3500061035156,204010000,415.3500061035156
1992-06-30,409.6300048828125,407.8500061035156,408.94000244140625,408.1400146484375,195530000,408.1400146484375
1992-07-31,424.79998779296875,422.4599914550781,423.9200134277344,424.2099914550781,172920000,424.2099914550781
1992-08-31,415.2900085449219,413.760009765625,414.8699951171875,414.0299987792969,161480000,414.0299987792969
1992-09-30,418.5799865722656,416.6700134277344,416.7900085449219,417.79998779296875,184470000,417.79998779296875
1992-10-31,421.1300048828125,418.5400085449219,420.8599853515625,418.67999267578125,201930000,418.67999267578125
1992-11-30,431.5299987792969,429.3599853515625,430.19000244140625,431.3500061035156,230150000,431.3500061035156
1992-12-31,439.5899963378906,435.7099914550781,438.82000732421875,435.7099914550781,165910000,435.7099914550781
1993-01-31,438.92999267578125,436.9100036621094,438.6700134277344,438.7799987792969,247200000,438.7799987792969
1993-02-28,443.7699890136719,440.9800109863281,442.3399963378906,443.3800048828125,234160000,443.3800048828125
1993-03-31,454.8800048828125,451.6700134277344,451.9700012207031,451.6700134277344,279190000,451.6700134277344
1993-04-30,442.2900085449219,438.8900146484375,438.8900146484375,440.19000244140625,247460000,440.19000244140625
1993-05-31,452.4100036621094,447.6700134277344,452.4100036621094,450.19000244140625,207820000,450.19000244140625
1993-06-30,451.4700012207031,450.1499938964844,450.69000244140625,450.5299987792969,281120000,450.5299987792969
1993-07-31,450.2200012207031,446.9800109863281,450.19000244140625,448.1300048828125,254420000,448.1300048828125
1993-08-31,463.55999755859375,461.2900085449219,461.8999938964844,463.55999755859375,252830000,463.55999755859375
1993-09-30,460.55999755859375,458.2799987792969,460.1099853515625,458.92999267578125,280980000,458.92999267578125
1993-10-31,468.20001220703125,467.3699951171875,467.7200012207031,467.8299865722656,270570000,467.8299865722656
1993-11-30,463.6199951171875,460.45001220703125,461.8999938964844,461.7900085449219,286660000,461.7900085449219
1993-12-31,470.75,466.45001220703125,468.6600036621094,466.45001220703125,168590000,466.45001220703125
